word,tag
Frank,PER
Quilter,PER
Chicago,LOC
Clinton,PER
Irish,MISC
Northern,LOC
Ireland,LOC
Ballybunion,ORG
Bonn,LOC
Moscow,LOC
BONN,LOC
Germany,LOC
Russian,MISC
Chechnya,LOC
Foreign,ORG
Ministry,ORG
Martin,PER
Erdmann,PER
Bonn,LOC
Wolfgang,PER
Ischinger,PER
Russian,MISC
Chechen,MISC
Grozny,LOC
Russian,MISC
Erdmann,PER
Reuters,ORG
Ischinger,PER
Moscow,LOC
Bonn,LOC
Ischinger,PER
Bonn,LOC
Ischinger,PER
Russian,MISC
Russian,MISC
Yevgeny,PER
Primakov,PER
Moscow,LOC
Organisation,ORG
for,ORG
Security,ORG
and,ORG
Cooperation,ORG
in,ORG
Europe,ORG
OSCE,ORG
Grozny,LOC
Ischinger,PER
Moscow,LOC
German,MISC
Klaus,PER
Kinkel,PER
Moscow,LOC
Ischinger,PER
Grozny,LOC
Moscow,LOC
Kinkel,PER
Boris,PER
Yeltsin,PER
Alexander,PER
Lebed,PER
Moscow,LOC
Tim,PER
Goldiman,PER
OSCE,ORG
Chechnya,LOC
India,LOC
China,LOC
Pakistan,LOC
NEW,LOC
DELHI,LOC
India,LOC
New,LOC
Delhi,LOC
Pakistan,LOC
China,LOC
I.K.,PER
Gujral,PER
India,LOC
Geneva,LOC
Pakistan,LOC
China,LOC
India,LOC
China,LOC
Britain,LOC
France,LOC
Russia,LOC
United,LOC
States,LOC
India,LOC
India,LOC
Pakistan,LOC
Gujral,PER
India,LOC
Comprehensive,MISC
Test,MISC
Ban,MISC
Treaty,MISC
CTBT,MISC
Gujral,PER
India,LOC
India,LOC
United,ORG
Nations,ORG
General,ORG
Assembly,ORG
Gujral,PER
Gujral,PER
India,LOC
Conference,MISC
on,MISC
Disarmament,MISC
Geneva,LOC
Gujral,PER
India,LOC
New,LOC
Delhi,LOC
CTBT,MISC
India,LOC
Britain,LOC
DHAKA,LOC
British,MISC
British,MISC
Bangladeshi,MISC
Dhaka,LOC
Bangladesh,LOC
British,MISC
Siraj,PER
Mia,PER
Commonwealth,ORG
Liam,PER
Fox,PER
Fox,PER
Siraj,PER
Mia,PER
Dhaka,LOC
London,LOC
Fox,PER
Bangladesh,LOC
Britain,LOC
Dhaka,LOC
Fox,PER
Nepal,LOC
Fox,PER
Mia,PER
House,ORG
of,ORG
Commons,ORG
Fox,PER
Dhaka,LOC
Bangladesh,LOC
British,MISC
Fox,PER
British,MISC
Dhaka,LOC
Bangladesh,LOC
Criminal,ORG
Investigation,ORG
Department,ORG
Mia,PER
Mia,PER
London,LOC
India,LOC
Kashmir,LOC
SRINAGAR,LOC
India,LOC
India,LOC
Pakistan,LOC
Jammu,LOC
Kashmir,LOC
Inderjit,PER
Gupta,PER
Srinagar,LOC
New,LOC
Delhi,LOC
India,LOC
Pakistan,LOC
Islamabad,LOC
Gupta,PER
Kashmir,LOC
Gupta,PER
India,LOC
Pakistan,LOC
Kashmir,LOC
Britain,LOC
H.D.,PER
Deve,PER
Gowda,PER
Jammu,LOC
Kashmir,LOC
New,LOC
Delhi,LOC
Dhaka,LOC
DHAKA,LOC
Dhaka,LOC
Dhaka,ORG
Stock,ORG
Exchange,ORG
DSE,ORG
Ruutel,PER
Meri,PER
Ruutel,PER
Soviet,MISC
Meri,PER
Ruutel,PER
Estonia,LOC
TALLINN,LOC
Estonian,MISC
Lennart,PER
Meri,PER
Meri,PER
Arnold,PER
Ruutel,PER
Meri,PER
Ruutel,PER
Meri,PER
Ruutel,PER
Enn,PER
Markvart,PER
National,ORG
Election,ORG
Commission,ORG
Soviet,MISC
Albania,LOC
Briton,MISC
TIRANA,LOC
Albanian,MISC
British,MISC
Tirana,LOC
Adnan,PER
Xhelili,PER
Reuters,ORG
Xhelili,PER
Paul,PER
Thompson,PER
Wiltshire,LOC
Adriatic,MISC
Durres,LOC
Tirana,LOC
Thompson,PER
Xhelili,PER
Thompson,PER
London,LOC
British,MISC
Tirana,LOC
Thompson,PER
Albania,LOC
Albania,LOC
Estonia,LOC
TALLINN,LOC
Estonia,LOC
Lennart,PER
Meri,PER
Arnold,PER
Ruutel,PER
Meri,PER
GMT,MISC
Enn,PER
Markvart,PER
National,ORG
Election,ORG
Commission,ORG
Meri,PER
Ruutel,PER
Meri,PER
Slovak,MISC
Dutroux,PER
Peter,PER
Laca,PER
BRATISLAVA,LOC
Marc,PER
Dutroux,PER
Belgium,LOC
Slovakia,LOC
Slovak,MISC
Belgium,LOC
Rudolf,PER
Gajdos,PER
Slovak,MISC
Interpol,ORG
Reuters,ORG
Gajdos,PER
Eva,PER
Boudova,PER
Slovak,MISC
Mark,PER
Dutroux,PER
Belgium,LOC
Gajdos,PER
Belgium,LOC
Gajdos,PER
Dutroux,PER
Slovakia,LOC
Slovak,MISC
Belgium,LOC
An,PER
Marchal,PER
Eefje,PER
Lambrecks,PER
Dutroux,PER
Marchal,PER
Lambrecks,PER
Czech,MISC
Interpol,ORG
Dutroux,PER
Czech,LOC
Republic,LOC
Slovakia,LOC
Belgian,MISC
Bratislava,LOC
Slovak,MISC
An,PER
Eefje,PER
Prague,LOC
CIS,LOC
MOSCOW,LOC
Commonwealth,LOC
of,LOC
Independent,LOC
States,LOC
Russian,ORG
Weather,ORG
Service,ORG
Moscow,ORG
Newsroom,ORG
Russian,MISC
MOSCOW,LOC
Russian,MISC
Urals,MISC
Perm,LOC
Itar-Tass,ORG
Tass,ORG
Russian,MISC
Chechens,MISC
MOSCOW,LOC
Russia,LOC
Chechnya,LOC
Aslan,PER
Maskhadov,PER
Itar-Tass,ORG
Tass,ORG
Novye,LOC
Atagi,LOC
Chechen,MISC
Grozny,LOC
Russians,MISC
Russian,MISC
Chechens,MISC
Maskhadov,PER
Russia,LOC
Vyacheslav,PER
Tikhomirov,PER
Russian,MISC
Alexander,PER
Lebed,PER
Lebed,PER
Russian,MISC
Viktor,PER
Chernomyrdin,PER
Boris,PER
Yeltsin,PER
Moscow,LOC
Argentine,MISC
BUENOS,LOC
AIRES,LOC
Argentina,LOC
Buenos,LOC
Aires,LOC
Argentina,LOC
Ten,MISC
Commandments,MISC
Antonio,PER
Quarracino,PER
Ten,MISC
Commandments,MISC
Argentina,LOC
Roman,MISC
Catholic,MISC
Biblical,MISC
Quarracino,PER
Brazil,LOC
Eletropaulo,ORG
SAO,PER
PAULO,PER
Sao,LOC
Paulo,LOC
Eletropaulo,ORG
Eduardo,PER
Bernini,PER
Emmanuel,PER
Sobral,PER
Transportation,ORG
Ministry,ORG
Bernini,PER
Eletropaulo,ORG
Romina,PER
Nicaretta,PER
Sao,LOC
Paulo,LOC
Dutch,MISC
SAN,LOC
JOSE,LOC
Costa,LOC
Rica,LOC
The,LOC
Netherlands,LOC
Dutch,MISC
Costa,MISC
Rican,MISC
Judicial,ORG
Police,ORG
Manuel,PER
Alvarado,PER
Reuters,ORG
Hurte,PER
Sierd,PER
Zylstra,PER
Jetsi,PER
Hendrika,PER
Coers,PER
Costa,MISC
Rican,MISC
Anton,PER
Schutte,PER
Belgium,LOC
Netherlands,LOC
Luxembourg,LOC
Dutch,MISC
Schutte,PER
Schutte,PER
Spanish,MISC
Ebe,PER
Huizinga,PER
Dutch,MISC
Alvarado,PER
Nicaragua,LOC
Bernard,PER
Barmasai,PER
Kenya,LOC
Michael,PER
Johnson,PER
U.S.,LOC
Derek,PER
Mills,PER
U.S.,LOC
Anthuan,PER
Maybank,PER
U.S.,LOC
Davis,PER
Kamoga,PER
Uganda,LOC
Jamie,PER
Baulch,PER
Britain,LOC
Sunday,PER
Bada,PER
Nigeria,LOC
Samson,PER
Kitur,PER
Kenya,LOC
Mark,PER
Richardson,PER
Britain,LOC
Jason,PER
Rouser,PER
U.S.,LOC
Frankie,PER
Fredericks,PER
Namibia,LOC
Ato,PER
Boldon,PER
Trinidad,LOC
Jeff,PER
Williams,PER
U.S.,LOC
Jon,PER
Drummond,PER
U.S.,LOC
Patrick,PER
Stevens,PER
Belgium,LOC
Michael,PER
Marsh,PER
U.S.,LOC
Ivan,PER
Garcia,PER
Cuba,LOC
Eric,PER
Wymeersch,PER
Belgium,LOC
Lamont,PER
Smith,PER
U.S.,LOC
Svetlana,PER
Masterkova,PER
Russia,LOC
Maria,PER
Mutola,PER
Mozambique,LOC
Malgorzata,PER
Rydz,PER
Poland,LOC
Anja,PER
Smolders,PER
Belgium,LOC
Veerle,PER
De,PER
Jaeghere,PER
Belgium,LOC
Eleonora,PER
Berlanda,PER
Italy,LOC
Anneke,PER
Matthijs,PER
Belgium,LOC
Jacqueline,PER
Martin,PER
Spain,LOC
Mary,PER
Onyali,PER
Nigeria,LOC
Inger,PER
Miller,PER
U.S.,LOC
Irina,PER
Privalova,PER
Russia,LOC
Natalia,PER
Voronova,PER
Russia,LOC
Marina,PER
Trandenkova,PER
Russia,LOC
Chandra,PER
Sturrup,PER
Bahamas,LOC
Zundra,PER
Feagin,PER
U.S.,LOC
Galina,PER
Malchugina,PER
Russia,LOC
Cathy,PER
Freeman,PER
Australia,LOC
Marie-Jose,PER
Perec,PER
France,LOC
Falilat,PER
Ogunkoya,PER
Nigeria,LOC
Pauline,PER
Davis,PER
Bahamas,LOC
Fatima,PER
Yussuf,PER
Nigeria,LOC
Maicel,PER
Malone,PER
U.S.,LOC
Hana,PER
Benesova,PER
Czech,LOC
Republic,LOC
Ann,PER
Mercken,PER
Belgium,LOC
Daniel,PER
Komen,PER
Kenya,LOC
Khalid,PER
Boulami,PER
Morocco,LOC
Bob,PER
Kennedy,PER
U.S.,LOC
El,PER
Hassane,PER
Lahssini,PER
Morocco,LOC
Thomas,PER
Nyariki,PER
Kenya,LOC
Noureddine,PER
Morceli,PER
Algeria,LOC
Fita,PER
Bayesa,PER
Ethiopia,LOC
Martin,PER
Keino,PER
Kenya,LOC
Lars,PER
Riedel,PER
Germany,LOC
Anthony,PER
Washington,PER
U.S.,LOC
Vladimir,PER
Dubrovshchik,PER
Belarus,LOC
Virgilius,PER
Alekna,PER
Lithuania,LOC
Juergen,PER
Schult,PER
Germany,LOC
Vassiliy,PER
Kaptyukh,PER
Belarus,LOC
Vaclavas,PER
Kidikas,PER
Lithuania,LOC
Michael,PER
Mollenbeck,PER
Germany,LOC
Jonathan,PER
Edwards,PER
Britain,LOC
Yoelvis,PER
Quesada,PER
Cuba,LOC
Brian,PER
Wellman,PER
Bermuda,LOC
Kenny,PER
Harrison,PER
U.S.,LOC
Gennadi,PER
Markov,PER
Russia,LOC
Francis,PER
Agyepong,PER
Britain,LOC
Rogel,PER
Nachum,PER
Israel,LOC
Sigurd,PER
Njerve,PER
Norway,LOC
Hicham,PER
El,PER
Guerrouj,PER
Morocco,LOC
Isaac,PER
Viciosa,PER
Spain,LOC
William,PER
Tanui,PER
Kenya,LOC
Elijah,PER
Maru,PER
Kenya,LOC
Marcus,PER
O'Sullivan,PER
Ireland,LOC
John,PER
Mayock,PER
Britain,LOC
Laban,PER
Rotich,PER
Kenya,LOC
Christophe,PER
Impens,PER
Belgium,LOC
Stefka,PER
Kostadinova,PER
Bulgaria,LOC
Inga,PER
Babakova,PER
Ukraine,LOC
Alina,PER
Astafei,PER
Germany,LOC
Tatyana,PER
Motkova,PER
Russia,LOC
Svetlana,PER
Zalevskaya,PER
Kazakhstan,LOC
Yelena,PER
Gulyayeva,PER
Russia,LOC
Hanna,PER
Haugland,PER
Norway,LOC
Olga,PER
Boshova,PER
Moldova,LOC
Nele,PER
Zilinskiene,PER
Lithuania,LOC
Salah,PER
Hissou,PER
Morocco,LOC
EDBERG,PER
WIMBLEDON,LOC
Larry,PER
Fine,PER
NEW,LOC
YORK,LOC
Stefan,PER
Edberg,PER
Grand,MISC
Slams,MISC
Wimbledon,MISC
Richard,PER
Krajicek,PER
U.S.,MISC
Open,MISC
Edberg,PER
Grand,MISC
Slam,MISC
Stadium,LOC
Court,LOC
Dutchman,MISC
Swede,MISC
U.S.,LOC
Grand,MISC
Slam,MISC
Wimbledon,MISC
Edberg,PER
National,LOC
Tennis,LOC
Centre,LOC
Swede,MISC
Krajicek,PER
Richard,PER
Edberg,PER
Pete,PER
Sampras,PER
Jimy,PER
Szymanski,PER
Venezuela,LOC
Adrian,PER
Voinea,PER
Romania,LOC
Thomas,PER
Muster,PER
Austria,LOC
Javier,PER
Frana,PER
Argentina,LOC
Marcelo,PER
Rios,PER
Chile,LOC
Rios,PER
Romania,LOC
Andrei,PER
Pavel,PER
Monica,PER
Seles,PER
Anne,PER
Miller,PER
Spain,LOC
Arantxa,PER
Sanchez,PER
Vicario,PER
Olympic,MISC
Lindsay,PER
Davenport,PER
Karina,PER
Habsudova,PER
Slovakia,LOC
Austrian,MISC
Judith,PER
Wiesner,PER
Iva,PER
Majoli,PER
Croatia,LOC
Majoli,PER
Anke,PER
Huber,PER
Magdalena,PER
Maleeva,PER
U.S.,MISC
OPEN,MISC
NEW,LOC
YORK,LOC
U.S.,MISC
Open,MISC
National,LOC
Tennis,LOC
Centre,LOC
Monica,PER
Seles,PER
U.S.,LOC
Anne,PER
Miller,PER
U.S.,LOC
Rita,PER
Grande,PER
Italy,LOC
Alexia,PER
Dechaume-Balleret,PER
France,LOC
Judith,PER
Wiesner,PER
Austria,LOC
Iva,PER
Majoli,PER
Croatia,LOC
Thomas,PER
Muster,PER
Austria,LOC
Javier,PER
Frana,PER
Argentina,LOC
Pete,PER
Sampras,PER
U.S.,LOC
Jimy,PER
Szymanski,PER
Venezuela,LOC
Jiri,PER
Novak,PER
Czech,LOC
Republic,LOC
Ben,PER
Ellwood,PER
Australia,LOC
Mariaan,PER
de,PER
Swardt,PER
South,LOC
Africa,LOC
Dominique,PER
Van,PER
Roost,PER
Belgium,LOC
Florencia,PER
Labat,PER
Argentina,LOC
Kathy,PER
Rinaldi,PER
Stunkel,PER
U.S.,LOC
Nathalie,PER
Tauziat,PER
France,LOC
Angelica,PER
Gavaldon,PER
Mexico,LOC
Paola,PER
Suarez,PER
Argentina,LOC
Marianne,PER
Werdel,PER
Witmeyer,PER
U.S.,LOC
Ann,PER
Grossman,PER
U.S.,LOC
Silvia,PER
Farina,PER
Italy,LOC
Alex,PER
Corretja,PER
Spain,LOC
Byron,PER
Black,PER
Zimbabwe,LOC
Scott,PER
Draper,PER
Australia,LOC
Galo,PER
Blanco,PER
Spain,LOC
Petr,PER
Korda,PER
Czech,LOC
Republic,LOC
David,PER
Caldwell,PER
U.S.,LOC
Bohdan,PER
Ulihrach,PER
Czech,LOC
Republic,LOC
Alberto,PER
Costa,PER
Spain,LOC
Bernd,PER
Karbacher,PER
Germany,LOC
Jonathan,PER
Stark,PER
U.S.,LOC
Lindsay,PER
Davenport,PER
U.S.,LOC
Adriana,PER
Serra-Zanetti,PER
Italy,LOC
Elena,PER
Wagner,PER
Germany,LOC
Gigi,PER
Fernandez,PER
U.S.,LOC
Kristie,PER
Boogert,PER
Netherlands,LOC
Joannette,PER
Kruger,PER
South,LOC
Africa,LOC
Stefan,PER
Edberg,PER
Sweden,LOC
Richard,PER
Krajicek,PER
Netherlands,LOC
Marcelo,PER
Rios,PER
Chile,LOC
Andrei,PER
Pavel,PER
Romania,LOC
Arantxa,PER
Sanchez,PER
Vicario,PER
Spain,LOC
Laxmi,PER
Poruri,PER
U.S.,LOC
Andrei,PER
Olhovskiy,PER
Russia,LOC
Pat,PER
Cash,PER
Australia,LOC
Filippo,PER
Veglio,PER
Switzerland,LOC
Christian,PER
Ruud,PER
Norway,LOC
Tim,PER
Henman,PER
Britain,LOC
Roberto,PER
Jabali,PER
Brazil,LOC
Pablo,PER
Campana,PER
Ecuador,LOC
Todd,PER
Woodbridge,PER
Australia,LOC
Herman,PER
Gumy,PER
Argentina,LOC
Martin,PER
Damm,PER
Czech,LOC
Republic,LOC
Jacob,PER
Hlasek,PER
Switzerland,LOC
Nicklas,PER
Kulti,PER
Sweden,LOC
Karina,PER
Habsudova,PER
Slovakia,LOC
Radka,PER
Bobkova,PER
Czech,LOC
Republic,LOC
Karin,PER
Kschwendt,PER
Austria,LOC
Sandra,PER
Kleinova,PER
Czech,LOC
Republic,LOC
Annabel,PER
Ellwood,PER
Australia,LOC
Jennifer,PER
Capriati,PER
U.S.,LOC
Nicole,PER
Arendt,PER
U.S.,LOC
Sandra,PER
Cacic,PER
U.S.,LOC
Elena,PER
Likhovtseva,PER
Russia,LOC
Kyoko,PER
Nagatsuka,PER
Japan,LOC
Sandrine,PER
Testud,PER
France,LOC
Pam,PER
Shriver,PER
U.S.,LOC
Kimberly,PER
Po,PER
U.S.,LOC
Kimiko,PER
Date,PER
Japan,LOC
Natasha,PER
Zvereva,PER
Belarus,LOC
Virginia,PER
Ruano-Pascual,PER
Spain,LOC
Tina,PER
Kirzan,PER
Slovakia,LOC
Rika,PER
Hiraki,PER
Japan,LOC
Petra,PER
Langrova,PER
Czech,LOC
Republic,LOC
Karina,PER
Adams,PER
U.S.,LOC
Tami,PER
Whitlinger,PER
Jones,PER
U.S.,LOC
Sandra,PER
Cecchini,PER
Italy,LOC
Jana,PER
Novotna,PER
Czech,LOC
Republic,LOC
Francesca,PER
Lubiani,PER
Italy,LOC
Thomas,PER
Enqvist,PER
Sweden,LOC
Stephane,PER
Simian,PER
France,LOC
Mikael,PER
Tillstrom,PER
Sweden,LOC
Tamer,PER
El,PER
Sawy,PER
Egypt,LOC
Roberto,PER
Carretero,PER
Spain,LOC
Jordi,PER
Burillo,PER
Spain,LOC
Thomas,PER
Johansson,PER
Sweden,LOC
Renzo,PER
Furlan,PER
Italy,LOC
Mark,PER
Knowles,PER
Bahamas,LOC
Marcelo,PER
Filippini,PER
Uruguay,LOC
Jared,PER
Palmer,PER
U.S.,LOC
Marc,PER
Rosset,PER
Switzerland,LOC
Amy,PER
Frazier,PER
U.S.,LOC
Larisa,PER
Neiland,PER
Latvia,LOC
Lisa,PER
Raymond,PER
U.S.,LOC
Lori,PER
McNeil,PER
U.S.,LOC
Sandra,PER
Dopfer,PER
Austria,LOC
Zina,PER
Garrison,PER
Jackson,PER
U.S.,LOC
Reuters,ORG
State,ORG
Law,ORG
and,ORG
Order,ORG
Restoration,ORG
Council,ORG
SLORC,LOC
Thai,MISC
BANGKOK,LOC
Thai,MISC
Thai,MISC
Vessel,PER
Date,PER
Arrival,LOC
Quantity,LOC
Destination,LOC
Iran,ORG
Sabr,ORG
Iran,LOC
Princess,ORG
of,ORG
Loine,ORG
Deligst,ORG
Indonesia,LOC
Japan,LOC
Lucky,ORG
Emdldm,ORG
Japan,LOC
Algoa,ORG
Day,ORG
Sangthai,LOC
Singapore,LOC
Myos,ORG
Yang,ORG
Indonesia,LOC
Budisuryana,ORG
Japan,LOC
Tong,ORG
Shun,ORG
Bangkok,LOC
Chinese,MISC
SHANGHAI,LOC
China,LOC
Tianjin,LOC
Wen,ORG
Hui,ORG
Bao,ORG
South,MISC
Korean,MISC
SEOUL,LOC
U.S.,LOC
Hyundai,PER
Heavy,PER
Koram,ORG
Bank,ORG
China,LOC
Guilin,LOC
BEIJING,LOC
China,LOC
Guilin,LOC
Guangxi,LOC
Xinhua,ORG
State,ORG
Council,ORG
Port,PER
Office,PER
Civil,ORG
Aviation,ORG
Administration,ORG
China,LOC
General,ORG
Administration,ORG
of,ORG
Customs,ORG
Xinhua,PER
Guangxi,LOC
China,LOC
China,LOC
EPA,ORG
TOKYO,LOC
Japan,LOC
Economic,ORG
Planning,ORG
Agency,ORG
Shimpei,PER
Nukaya,PER
Nukaya,PER
TOKYO,LOC
Sangetsu,ORG
Co,ORG
Ltd,ORG
Bre-X,LOC
Barrick,ORG
Busang,MISC
K.T.,PER
Arasu,PER
JAKARTA,LOC
Canada,LOC
Bre-X,ORG
Minerals,ORG
Ltd,ORG
Barrick,ORG
Gold,ORG
Corp,ORG
Busang,MISC
Indonesia,LOC
Toronto,LOC
Jakarta,LOC
Reuters,ORG
Bre-X,ORG
Barrick,ORG
Toronto,LOC
Bre-X,PER
Barrick,ORG
Mines,LOC
Energy,ORG
Ministry,ORG
Secretary-General,ORG
Umar,ORG
Busang,ORG
East,LOC
Kalimantan,LOC
Bre-X,PER
Indonesian,MISC
Mines,ORG
Energy,ORG
Ministry,ORG
Busang,ORG
Bre-X,PER
Bre-X,PER
Bre-X,PER
Indonesian,MISC
Busang,LOC
Bre-X,LOC
Barrick,ORG
Bre-X,LOC
Mines,ORG
and,ORG
Energy,ORG
Ministry,ORG
for,ORG
Bre-X,ORG
and,ORG
Barrick,ORG
Ministry,ORG
Bre-X,PER
Barrick,ORG
Ministry,ORG
's,ORG
Umar,ORG
Bre-X,ORG
Barrick,ORG
Busang,LOC
Umar,PER
Bre-X,PER
Panutan,PER
Duta,PER
Panutan,ORG
Group,ORG
Suharto,PER
Sigit,PER
Harjojudanto,PER
Panutan,ORG
Busang,ORG
Barrick,ORG
Citra,ORG
Group,ORG
of,ORG
Suharto,ORG
Siti,PER
Hardianti,PER
Rukmana,PER
Barrick,ORG
Honda,ORG
TOKYO,LOC
Honda,ORG
Motor,ORG
Co,ORG
Ltd,ORG
Honda,ORG
Singapore,PER
WTO,LOC
Ramthan,PER
Hussain,PER
SINGAPORE,LOC
Singapore,LOC
World,ORG
Trade,ORG
Organisation,ORG
Singapore,PER
WTO,LOC
Desmond,PER
Supple,PER
I.D.E.A,ORG
Singapore,LOC
U.S.,LOC
Singapore,LOC
American,MISC
Trade,ORG
Representative,ORG
Mickey,ORG
Kantor,ORG
WTO,MISC
Geneva,LOC
Singapore,PER
WTO,LOC
da,PER
Cunha,PER
Institute,ORG
of,ORG
Policy,ORG
Studies,ORG
ISEAS,ORG
Singapore,PER
Singapore,LOC
Tan,PER
Kong,PER
Yam,PER
Business,LOC
Policy,LOC
National,ORG
University,ORG
of,ORG
Singapore,ORG
WTO,LOC
Uruguay,ORG
Round,ORG
General,ORG
Agreement,ORG
on,ORG
Tariffs,ORG
and,ORG
Trade,ORG
GATT,ORG
WTO,ORG
Singapore,LOC
European,ORG
Union,ORG
Singapore,LOC
Singapore,LOC
West,LOC
Brussels,LOC
Jackson,PER
Sweden,LOC
Olympic,MISC
Ludmila,PER
Engquist,PER
Zurich,LOC
Olympic,MISC
Brigita,PER
Bukovec,PER
Slovenia,LOC
Jamaican,MISC
Commonwealth,ORG
Michelle,PER
Freeman,PER
Cuban,MISC
Aliuska,PER
Lopez,PER
Zurich,LOC
Engquist,PER
Golden,MISC
Four,MISC
Oslo,LOC
Zurich,LOC
Brussels,LOC
Berlin,LOC
American,MISC
Derrick,PER
Adkins,PER
American,MISC
Olympic,MISC
Gail,PER
Devers,PER
Atlanta,LOC
Jamaican,MISC
Merlene,PER
Ottey,PER
Devers,PER
Zurich,LOC
Atlanta,LOC
American,MISC
Gwen,PER
Torrence,PER
Atlanta,LOC
Ottey,PER
Golden,MISC
Four,MISC
BRUSSELS,MISC
GRAND,MISC
PRIX,MISC
BRUSSELS,LOC
Brussels,MISC
Grand,MISC
Prix,MISC
Ilke,PER
Wyludda,PER
Germany,LOC
Ellina,PER
Zvereva,PER
Belarus,LOC
Franka,PER
Dietzsch,PER
Germany,LOC
Natalya,PER
Sadova,PER
Russia,LOC
Mette,PER
Bergmann,PER
Norway,LOC
Nicoleta,PER
Grasu,PER
Romania,LOC
Olga,PER
Chernyavskaya,PER
Russia,LOC
Irina,PER
Yatchenko,PER
Belarus,LOC
Ludmila,PER
Engquist,PER
Sweden,LOC
Michelle,PER
Freeman,PER
Jamaica,LOC
Aliuska,PER
Lopez,PER
Cuba,LOC
Dionne,PER
Rose,PER
Jamaica,LOC
Brigita,PER
Bukovec,PER
Slovakia,LOC
Yulia,PER
Graudin,PER
Russia,LOC
Julie,PER
Baumann,PER
Switzerland,LOC
Patricia,PER
Girard-Leno,PER
France,LOC
Dawn,PER
Bowles,PER
U.S.,LOC
Allen,PER
Johnson,PER
U.S.,LOC
Colin,PER
Jackson,PER
Britain,LOC
Emilio,PER
Valle,PER
Cuba,LOC
Sven,PER
Pieters,PER
Belgium,LOC
Steve,PER
Brown,PER
U.S.,LOC
Frank,PER
Asselman,PER
Belgium,LOC
Hubert,PER
Grossard,PER
Belgium,LOC
Jonathan,PER
N'Senga,PER
Belgium,LOC
Johan,PER
Lisabeth,PER
Belgium,LOC
Roberta,PER
Brunet,PER
Italy,LOC
Fernanda,PER
Ribeiro,PER
Portugal,LOC
Sally,PER
Barsosio,PER
Kenya,LOC
Paula,PER
Radcliffe,PER
Britain,LOC
Julia,PER
Vaquero,PER
Spain,LOC
Catherine,PER
McKiernan,PER
Ireland,LOC
Annette,PER
Peters,PER
U.S.,LOC
Pauline,PER
Konga,PER
Kenya,LOC
Dennis,PER
Mitchell,PER
U.S.,LOC
Donovan,PER
Bailey,PER
Canada,LOC
Carl,PER
Lewis,PER
U.S.,LOC
Ato,PER
Boldon,PER
Trinidad,LOC
Linford,PER
Christie,PER
Britain,LOC
Davidson,PER
Ezinwa,PER
Nigeria,LOC
Jon,PER
Drummond,PER
U.S.,LOC
Bruny,PER
Surin,PER
Canada,LOC
Derrick,PER
Adkins,PER
U.S.,LOC
Samuel,PER
Matete,PER
Zambia,LOC
Rohan,PER
Robinson,PER
Australia,LOC
Torrance,PER
Zellner,PER
U.S.,LOC
Jean-Paul,PER
Bruwier,PER
Belgium,LOC
Dusan,PER
Kovacs,PER
Hungary,LOC
Calvin,PER
Davis,PER
U.S.,LOC
Laurent,PER
Ottoz,PER
Italy,LOC
Marc,PER
Dollendorf,PER
Belgium,LOC
Gail,PER
Devers,PER
U.S.,LOC
Gwen,PER
Torrence,PER
U.S.,LOC
Merlene,PER
Ottey,PER
Jamaica,LOC
Mary,PER
Onyali,PER
Nigeria,LOC
Chryste,PER
Gaines,PER
U.S.,LOC
Zhanna,PER
Pintusevich,PER
Ukraine,LOC
Irina,PER
Privalova,PER
Russia,LOC
Natalia,PER
Voronova,PER
Russia,LOC
Juliet,PER
Cuthbert,PER
Jamaica,LOC
Regina,PER
Jacobs,PER
U.S.,LOC
Patricia,PER
Djate,PER
France,LOC
Carla,PER
Sacramento,PER
Portugal,LOC
Yekaterina,PER
Podkopayeva,PER
Russia,LOC
Margret,PER
Crowley,PER
Australia,LOC
Leah,PER
Pells,PER
Canada,LOC
Sarah,PER
Thorsett,PER
U.S.,LOC
Sinead,PER
Delahunty,PER
Ireland,LOC
Joseph,PER
Keter,PER
Kenya,LOC
Patrick,PER
Sang,PER
Kenya,LOC
Moses,PER
Kiptanui,PER
Kenya,LOC
Gideon,PER
Chirchir,PER
Kenya,LOC
Richard,PER
Kosgei,PER
Kenya,LOC
Larbi,PER
El,PER
Khattabi,PER
Morocco,LOC
Eliud,PER
Barngetuny,PER
Kenya,LOC
U.S.,LOC
F-14,MISC
Israel,LOC
JERUSALEM,LOC
U.S.,LOC
Israel,LOC
Ben,LOC
Gurion,LOC
U.S.,LOC
F-14,MISC
Ben,LOC
Gurion,LOC
Yehiel,PER
Amitai,PER
Egypt,LOC
CAIRO,LOC
Egypt,LOC
Egyptians,MISC
Mohammed,PER
Saleh,PER
Egyptian,MISC
Reuters,ORG
U.S.,LOC
Dahshour,LOC
Cairo,LOC
Dahshour,LOC
Egypt,LOC
Seneferu,PER
Saleh,PER
New,LOC
York,LOC
Metropolitan,LOC
Museum,LOC
Canopic,MISC
12th,MISC
Dynasty,MISC
BC,MISC
Middle,LOC
Kingdom,LOC
Saleh,PER
Saudi,LOC
Arabia,LOC
Pakistani,MISC
DUBAI,LOC
Saudi,LOC
Arabia,LOC
Pakistani,MISC
Saudi,MISC
Interior,ORG
Ministry,ORG
Shabir,PER
Ahmad,PER
Muhammad,PER
Jalil,PER
Mecca,LOC
Saudi,LOC
Arabia,LOC
Jordan,LOC
AMMAN,LOC
Jordanian,MISC
Reuters,ORG
JORDAN,ORG
